churn;subscriber_id;msisdn;sales_channel_description;date_activation;churn_date;first_call_date;last_call_date;first_recharge_date;first_recharge_amount;last_international_call_date;original_operator;dat_attrib_kridi;dat_remb_kridi_net;ported_in_request_date;SelectionProb;SamplingWeight
Yes;2168668102;0182f9fa5d8187457d795996ab22f6db;;21OCT2022:00:00:00.000000;29JAN2023:23:59:59.000000;21OCT2022:14:02:41.000000;21OCT2022:14:02:41.000000;21OCT2022:14:02:28.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168721982;cba33432071ebfa064fd531a3fc73dd1;;24OCT2022:00:00:00.000000;30JAN2023:23:59:59.000000;24OCT2022:18:32:06.000000;24OCT2022:18:33:34.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168584222;736818dc63e34ecd6a27364d982e157d;;23OCT2022:00:00:00.000000;29JAN2023:23:59:59.000000;23OCT2022:13:20:16.000000;23OCT2022:13:20:16.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168754139;071d5df173282c494cbcc18019094f7f;;30OCT2022:00:00:00.000000;31JAN2023:23:59:59.000000;30OCT2022:23:10:08.000000;30OCT2022:23:10:08.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2165464325;e273e9f7a8f3ec685e8d179b6fc9b333;;09APR2022:00:00:00.000000;14JAN2023:23:59:59.000000;09APR2022:16:28:57.000000;19APR2022:05:53:53.000000;09APR2022:15:20:55.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2160999570;dca87249656cc2baf6f3b9eda1edb425;;08JUL2021:00:00:00.000000;03JAN2023:23:59:59.000000;08JUL2021:11:48:07.000000;26SEP2022:15:38:45.000000;21JUL2021:15:08:49.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168354369;163b2b3118446c5ad9e685f8b6a95efe;;08OCT2022:00:00:00.000000;29JAN2023:23:59:59.000000;08OCT2022:23:08:06.000000;22OCT2022:11:33:08.000000;21OCT2022:17:33:50.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2149176159;824f5026b342b73d99445ef9b66ce8af;;11DEC2018:00:00:00.000000;18DEC2022:23:59:59.000000;11DEC2018:15:31:30.000000;20JUN2022:06:36:00.000000;11DEC2018:15:31:30.000000;4386.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167199595;77ac2fbc95dabdb1741fd2d4a162c415;;26JUL2022:00:00:00.000000;22JAN2023:23:59:59.000000;26JUL2022:17:02:11.000000;27JUL2022:14:42:23.000000;26JUL2022:08:17:48.000000;4386.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2146297076;6aec8b46fafcbd8f126cda8578a20e35;;17APR2018:00:00:00.000000;24DEC2022:23:59:59.000000;16APR2018:10:18:47.000000;27JUL2022:09:34:51.000000;18APR2018:09:38:32.000000;5000.000;;Non Ooredoo;;;16APR2018:10:21:39.000000;0.0013127201;761.777
Yes;2167742969;6db4282c213f77b95dbfdf09b0cf1531;;25AUG2022:00:00:00.000000;03DEC2022:23:59:59.000000;25AUG2022:17:20:12.000000;31AUG2022:00:54:00.000000;25AUG2022:09:24:39.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167805874;78c95450ac88e7c6b537948396ed367a;;30AUG2022:00:00:00.000000;05DEC2022:23:59:59.000000;30AUG2022:04:20:16.000000;30AUG2022:04:20:16.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2166319526;a5f40d5d9c7e63834c8612e018a325f7;;23MAY2022:00:30:59.000000;03DEC2022:23:59:59.000000;06JUN2022:18:18:59.000000;10AUG2022:21:22:49.000000;06JUN2022:16:12:23.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2147917655;a9a3b823a3ce10f0c6d4cea446851c68;;25AUG2018:00:00:00.000000;04JAN2023:23:59:59.000000;25AUG2018:09:57:05.000000;29SEP2022:12:39:15.000000;25AUG2018:10:00:50.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2164816797;351646aa766b3e7ee979472eb512275c;;28FEB2022:00:00:00.000000;22JAN2023:23:59:59.000000;28FEB2022:16:32:13.000000;24SEP2022:10:11:14.000000;28FEB2022:16:09:14.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2161639101;09cc45e4773920d08de8c7a32e114ecf;;16AUG2021:00:00:00.000000;10JAN2023:23:59:59.000000;16AUG2021:19:10:05.000000;27JUL2022:17:07:08.000000;16AUG2021:19:02:02.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2163755541;4fbc1f9e48ee12cf2e0bb5d382408239;;29DEC2021:00:00:00.000000;14JAN2023:23:59:59.000000;24DEC2021:05:56:53.000000;28JUL2022:17:07:48.000000;24DEC2021:13:05:57.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168333259;4fbab9288490a33d2eaed9f87de729c3;;09OCT2022:00:00:00.000000;21JAN2023:23:59:59.000000;09OCT2022:12:00:02.000000;15OCT2022:18:12:35.000000;13OCT2022:11:40:40.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2160438730;c1caeb1775bc38f1785fdbcb74b50b43;;08JUN2021:00:00:00.000000;04JAN2023:23:59:59.000000;08JUN2021:13:02:15.000000;19DEC2022:18:34:42.000000;08JUN2021:13:02:58.000000;1000.000;;Ooredoo;;10SEP2021:14:59:35.000000;;0.0013127201;761.777
Yes;2167802141;9315fdabb1574a565c96a35ff4730296;;29AUG2022:00:00:00.000000;05DEC2022:23:59:59.000000;29AUG2022:21:24:59.000000;29AUG2022:21:24:59.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167794812;339527a15e7977ade971df06774bda6b;;29AUG2022:00:00:00.000000;05DEC2022:23:59:59.000000;29AUG2022:17:16:55.000000;29AUG2022:17:16:55.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2139267756;ddde87f2cb4d84f43da3b636ec5ddebb;;04JUN2016:15:31:12.000000;04DEC2022:23:59:59.000000;04JUN2016:15:13:54.000000;17JUL2022:16:26:25.000000;04JUN2016:20:02:24.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2162984837;49ff303e7f03f8b0f1a66691f7a6d26e;;28OCT2021:00:00:00.000000;06JAN2023:23:59:59.000000;28OCT2021:09:08:41.000000;05MAR2022:19:27:17.000000;13JAN2022:12:50:37.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167550942;e69244edd1decf0b1c31dd5166acd8fa;;26AUG2022:00:00:00.000000;04DEC2022:23:59:59.000000;26AUG2022:12:16:02.000000;29AUG2022:03:53:55.000000;26AUG2022:10:15:10.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2160722615;6b5d3fae73f0591a7af1912ff6f9f79d;;22JUN2021:00:00:00.000000;21JAN2023:23:59:59.000000;22JUN2021:12:18:40.000000;29JUL2022:10:05:59.000000;22JUN2021:19:32:30.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166981926;431195883c95d1c2bf5d99183903e1d4;;15JUL2022:00:00:00.000000;14JAN2023:23:59:59.000000;15JUL2022:15:39:37.000000;15SEP2022:12:02:17.000000;15JUL2022:11:45:17.000000;4386.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167735095;4bf6823a30408fd19e899a2f120859b4;;25AUG2022:00:00:00.000000;05DEC2022:23:59:59.000000;25AUG2022:22:21:41.000000;05SEP2022:18:09:38.000000;27AUG2022:22:37:08.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167826948;31f7d8bf44c229f3dbf07348f37c833b;;04SEP2022:00:00:00.000000;07DEC2022:23:59:59.000000;04SEP2022:12:15:55.000000;04SEP2022:19:15:31.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167985839;cfb0a6c4420a4a9e61be971f81085338;;10SEP2022:00:00:00.000000;20DEC2022:23:59:59.000000;10SEP2022:14:05:36.000000;10SEP2022:14:05:36.000000;11SEP2022:09:39:47.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2163191517;19945c0c6172bb506b0b3857f3814c55;;25NOV2021:00:00:00.000000;05DEC2022:23:59:59.000000;25NOV2021:21:08:11.000000;11AUG2022:13:08:12.000000;04JAN2022:17:40:31.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2164916057;73d689860388725094335e096b2c53fc;;06MAR2022:09:43:59.000000;19AUG2022:00:00:00.000000;06MAR2022:16:36:35.000000;19APR2022:09:03:57.000000;11MAR2022:10:25:54.000000;21930.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166545204;0496f5b9f58e10e89ab410031973fd20;;21JUN2022:00:00:00.000000;31JAN2023:23:59:59.000000;21JUN2022:15:16:19.000000;09SEP2022:07:53:01.000000;21JUN2022:10:23:54.000000;4386.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167827719;c73380c209842ddc05d23038b09417a0;;03SEP2022:00:00:00.000000;07DEC2022:23:59:59.000000;03SEP2022:21:13:30.000000;03SEP2022:21:13:30.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2157276197;6800e688e4651b93050174604b1803c2;;17NOV2020:00:00:00.000000;25JAN2023:23:59:59.000000;17NOV2020:10:43:03.000000;21JUL2022:19:53:42.000000;17NOV2020:10:33:52.000000;4386.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2163588538;a8ca0f7c64df930fe735a22a6b83e6a3;;12DEC2021:00:00:00.000000;06JAN2023:23:59:59.000000;13DEC2021:00:06:48.000000;09JUN2022:21:47:29.000000;12DEC2021:16:45:33.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2164612977;f3a344a538a31e744c9be27034d98c1e;;16FEB2022:00:00:00.000000;17DEC2022:23:59:59.000000;16FEB2022:16:14:34.000000;16MAY2022:20:54:45.000000;16FEB2022:18:25:06.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2165519533;0df20c01c3c09567d003b946348cd39a;;24APR2022:00:00:00.000000;06DEC2022:23:59:59.000000;24APR2022:12:58:22.000000;26AUG2022:19:34:01.000000;24APR2022:12:56:51.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166388284;97f0fb21693250b79ac16f487526b465;;10JUN2022:00:00:00.000000;07DEC2022:23:59:59.000000;10JUN2022:15:16:10.000000;07SEP2022:21:32:15.000000;10JUN2022:11:47:17.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166346263;9ba7b777031bf5e5c4036997a3291e06;;08JUN2022:00:00:00.000000;16DEC2022:23:59:59.000000;11JUN2022:20:21:12.000000;06AUG2022:16:59:07.000000;14MAY2022:23:06:11.000000;1754.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167805948;a18b7cc925ae4181d3c8468e70b02912;;29AUG2022:00:00:00.000000;07DEC2022:23:59:59.000000;30AUG2022:14:35:45.000000;30AUG2022:14:35:45.000000;29AUG2022:17:04:11.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167112649;c4b7ea7f1d59a5ab25410e2754e19b51;;23JUL2022:00:00:00.000000;20JAN2023:23:59:59.000000;23JUL2022:12:02:37.000000;18AUG2022:11:29:55.000000;24JUL2022:11:29:45.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167832400;afc124b4c9bfdbb841987615b56fd2e4;;31AUG2022:00:00:00.000000;07DEC2022:23:59:59.000000;31AUG2022:18:43:15.000000;01SEP2022:11:01:46.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2160709032;2e0bb33e3a556b0cd1a3f05b5aa7a062;;22JUN2021:00:00:00.000000;07DEC2022:23:59:59.000000;22JUN2021:14:03:46.000000;06FEB2022:02:00:32.000000;12JUL2021:13:59:03.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2160923304;ffdd397a193ba3a2ba4d9a84820aa891;;02JUL2021:00:00:00.000000;25JAN2023:23:59:59.000000;02JUL2021:10:58:56.000000;22SEP2022:23:27:09.000000;06JUL2021:15:30:38.000000;1000.000;;Ooredoo;;25SEP2021:19:41:29.000000;;0.0013127201;761.777
Yes;2168184214;96fdd80af0303000a16696f564d6f2c5;;21SEP2022:00:00:00.000000;28DEC2022:23:59:59.000000;21SEP2022:21:23:17.000000;23SEP2022:12:26:07.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2157721605;45b261ead36e7767d96664353af08419;;20DEC2020:00:00:00.000000;19JAN2023:23:59:59.000000;20DEC2020:13:45:33.000000;17SEP2022:10:42:17.000000;20DEC2020:16:31:20.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168113222;cf8474624f1bc19f57ee8f2806d2beda;;16SEP2022:00:00:00.000000;25DEC2022:23:59:59.000000;16SEP2022:14:13:00.000000;23SEP2022:08:32:49.000000;16SEP2022:10:55:03.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167532338;eeb84fc6bc75925bec4b1d3741054f48;;13AUG2022:00:00:00.000000;11DEC2022:23:59:59.000000;;;13AUG2022:20:07:40.000000;3509.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166799466;1c7f8e1ea2be10cc53bbbe44de1e427c;;05JUL2022:00:00:00.000000;09JAN2023:23:59:59.000000;05JUL2022:20:47:58.000000;05AUG2022:03:47:04.000000;08JUL2022:22:16:47.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168551246;21caea314a51dbb5690b15183da8ef1e;;14OCT2022:00:00:00.000000;22JAN2023:23:59:59.000000;14OCT2022:14:37:19.000000;15OCT2022:05:10:26.000000;14OCT2022:14:37:43.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2141209734;62fd5b855c2b003f2c54f78a6e457e75;;05DEC2016:20:01:53.000000;09JAN2023:23:59:59.000000;05DEC2016:14:17:13.000000;09AUG2022:18:11:31.000000;05DEC2016:19:53:35.000000;1000.000;;Ooredoo;;26SEP2021:17:19:39.000000;;0.0013127201;761.777
Yes;2158160633;1297905e58b755cee7ea69f0360cff85;;26JAN2021:00:00:00.000000;11DEC2022:23:59:59.000000;26JAN2021:14:57:28.000000;16JUN2022:12:54:59.000000;26JAN2021:14:55:11.000000;1052.000;;Ooredoo;;20OCT2021:11:53:35.000000;;0.0013127201;761.777
Yes;2168490503;49e54bffdb954dc88701e441606ac9d3;;11OCT2022:00:00:00.000000;16JAN2023:23:59:59.000000;11OCT2022:18:46:00.000000;11OCT2022:18:46:00.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167839837;d7ff582126aa2efd89835ee3b2eb8ce2;;02SEP2022:00:00:00.000000;11DEC2022:23:59:59.000000;02SEP2022:11:08:32.000000;05SEP2022:06:09:08.000000;02SEP2022:11:08:23.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2165896384;f338830c91237d487d25acfc88431dbe;;11MAY2022:00:00:00.000000;11JAN2023:23:59:59.000000;11MAY2022:19:33:27.000000;01OCT2022:11:37:24.000000;16MAY2022:17:06:19.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168701981;0423edbe0808c951166caffc564e8960;;22OCT2022:00:00:00.000000;28JAN2023:23:59:59.000000;22OCT2022:12:18:13.000000;25OCT2022:19:13:15.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2166488803;54cf0356d7be6fdf6f003a2cfb9c346b;;18JUN2022:00:00:00.000000;16DEC2022:23:59:59.000000;18JUN2022:17:41:20.000000;01AUG2022:18:28:59.000000;19JUN2022:13:09:39.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168574440;17f039e96bcfaa9536a35e98e46768e5;;15OCT2022:00:00:00.000000;20JAN2023:23:59:59.000000;15OCT2022:18:37:15.000000;15OCT2022:18:37:15.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2163533548;b449a3e1a9aa6de147958338ef09773e;;15JAN2022:00:00:00.000000;10JAN2023:23:59:59.000000;08DEC2021:13:44:14.000000;24JAN2022:10:04:16.000000;15JAN2022:15:42:14.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167928013;dd25f84f4b859cdf4cb507881dcf39eb;;07SEP2022:00:00:00.000000;13DEC2022:23:59:59.000000;07SEP2022:12:31:55.000000;07SEP2022:12:31:55.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167644803;cffbd4fbc5baedcde215218a2954f924;;19AUG2022:00:00:00.000000;24JAN2023:23:59:59.000000;20AUG2022:00:01:59.000000;01SEP2022:22:36:34.000000;19AUG2022:22:22:15.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2158116358;388a6b0d407ff91d59d582d74ca2e7f5;;22JAN2021:00:00:00.000000;12DEC2022:23:59:59.000000;22JAN2021:20:48:18.000000;12APR2022:13:57:52.000000;22JAN2021:13:14:08.000000;4386.000;12APR2022:10:21:01.000000;Ooredoo;;;;0.0013127201;761.777
Yes;2168647088;100351483e52f5ed929ed11c39247625;;23OCT2022:00:00:00.000000;29JAN2023:23:59:59.000000;23OCT2022:12:16:14.000000;24OCT2022:20:08:36.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168593973;3cbc9de09c4711d142e71987a865d95d;;16OCT2022:00:00:00.000000;24JAN2023:23:59:59.000000;16OCT2022:11:25:18.000000;20OCT2022:08:06:01.000000;16OCT2022:11:25:05.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;1209759;6c50d1f209aac8819302e62187d9c2a4;;29JUN2005:00:00:00.000000;14DEC2022:23:59:59.000000;26NOV2015:09:47:00.000000;13AUG2022:16:28:09.000000;08DEC2012:00:00:00.000000;2777.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167952653;4c64c6f29d8c6c35eb3f1d99d4ccef18;;07SEP2022:00:00:00.000000;09JAN2023:23:59:59.000000;07SEP2022:21:57:46.000000;13SEP2022:18:45:49.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2163308247;5d6c01a3bf25b9909c8b1187129c1bc1;;22NOV2021:11:04:59.000000;25AUG2022:00:00:00.000000;24NOV2021:18:01:26.000000;15AUG2022:11:54:30.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2162610322;7746e2f7ace9e10f730aa82be8307a89;;04OCT2021:00:00:00.000000;29JAN2023:23:59:59.000000;04OCT2021:04:02:26.000000;25SEP2022:11:46:48.000000;20OCT2021:09:43:40.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;3112442;227afa901e27a428a26c02eabf4f8178;;05APR2006:00:00:00.000000;26DEC2022:23:59:59.000000;26NOV2015:16:52:05.000000;05SEP2022:17:49:29.000000;01JAN2013:00:00:00.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2161856559;3c0b570ff2739a79675263cc508760d2;;22AUG2021:00:00:00.000000;13JAN2023:23:59:59.000000;22AUG2021:18:29:56.000000;13OCT2022:21:45:43.000000;22AUG2021:18:32:50.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168580603;37252d7235ea8f13e41aa22821cf7cb2;;16OCT2022:00:00:00.000000;24JAN2023:23:59:59.000000;16OCT2022:13:46:52.000000;18OCT2022:15:14:11.000000;16OCT2022:12:50:15.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167816688;314edbd8db167fbfdaaab7543f86c45e;;06SEP2022:00:00:00.000000;13DEC2022:23:59:59.000000;06SEP2022:20:53:54.000000;07SEP2022:00:39:52.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168520740;dffb7f5230f153d3c18393b442e699cf;;11OCT2022:00:00:00.000000;20JAN2023:23:59:59.000000;11OCT2022:14:33:05.000000;12OCT2022:14:35:32.000000;11OCT2022:14:51:29.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167975688;aef728c0bd1ec1e063248ee34e8865f7;;15SEP2022:00:00:00.000000;15DEC2022:23:59:59.000000;15SEP2022:08:51:26.000000;15SEP2022:08:51:26.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168674091;e49d5b88944b48dafe241e217760e74b;;20OCT2022:00:00:00.000000;26JAN2023:23:59:59.000000;20OCT2022:14:21:39.000000;20OCT2022:14:21:39.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2165674445;77fcc6e9af4f2b0d64c72a111013bd0c;;25APR2022:17:16:59.000000;28AUG2022:00:00:00.000000;25APR2022:19:00:25.000000;04AUG2022:11:40:11.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168311457;1e774d455b36e29d761fc4c56112a2c1;;28SEP2022:00:00:00.000000;09JAN2023:23:59:59.000000;28SEP2022:19:39:58.000000;01OCT2022:20:36:47.000000;28SEP2022:19:39:43.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168468098;bf49466ceccaff1d3c060a2a023108a0;;09OCT2022:00:00:00.000000;22JAN2023:23:59:59.000000;09OCT2022:17:08:41.000000;14OCT2022:16:39:04.000000;09OCT2022:17:08:26.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167877353;1c0dd6ca48afe9a926ba75a52e10549d;;08SEP2022:19:03:03.000000;15DEC2022:23:59:59.000000;08SEP2022:19:05:03.000000;08SEP2022:19:05:03.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167696996;f5a5369fd1880988f242993284aea489;;23AUG2022:00:00:00.000000;13DEC2022:23:59:59.000000;23AUG2022:19:45:03.000000;27AUG2022:00:43:52.000000;23AUG2022:12:40:03.000000;1754.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168664819;e0710322cd4524c11cadeba954de8c77;;24OCT2022:00:00:00.000000;26JAN2023:23:59:59.000000;24OCT2022:21:46:18.000000;24OCT2022:21:46:18.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2166626343;e4d1e08de6506ac8649303c36d8c70e2;;26JUN2022:00:00:00.000000;14JAN2023:23:59:59.000000;26JUN2022:16:52:45.000000;09AUG2022:19:40:33.000000;30JUN2022:01:12:33.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168670826;a815812fedd6b85c083dbc3f8eb2c457;;22OCT2022:00:00:00.000000;26JAN2023:23:59:59.000000;22OCT2022:15:55:03.000000;22OCT2022:15:55:03.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2153871053;e185e62e76b3addc73c757f2f8627f39;;20DEC2019:11:49:26.000000;16JAN2023:23:59:59.000000;12FEB2020:21:06:45.000000;14OCT2022:16:18:53.000000;12FEB2020:19:19:22.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168197945;2b3295ae2053fa04890dae7be9f8de0c;;23SEP2022:00:00:00.000000;30DEC2022:23:59:59.000000;23SEP2022:07:36:42.000000;25SEP2022:12:15:38.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2166504482;ac4927c8d7601031c85665f78e1a75a2;;18JUN2022:00:00:00.000000;16DEC2022:23:59:59.000000;18JUN2022:16:36:09.000000;19NOV2022:19:36:08.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2165798496;80b32a747a302b557b0a22f232555e70;;04MAY2022:00:00:00.000000;06JAN2023:23:59:59.000000;05MAY2022:05:16:44.000000;14FEB2023:17:38:54.000000;07MAY2022:19:55:47.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168616628;e1ba46db036112a1eb17222e718b253f;;18OCT2022:00:00:00.000000;30JAN2023:23:59:59.000000;18OCT2022:00:57:41.000000;25OCT2022:14:05:44.000000;22OCT2022:11:34:53.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167938780;936953eae988e59ad58933726e388694;;09SEP2022:00:00:00.000000;16DEC2022:23:59:59.000000;09SEP2022:17:39:05.000000;09SEP2022:17:39:05.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168171476;700a28415ebc177f67319dfa5fd28752;;22SEP2022:00:00:00.000000;31DEC2022:23:59:59.000000;22SEP2022:13:04:00.000000;27SEP2022:15:13:26.000000;22SEP2022:12:08:33.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168715330;f914959213d314d1397d520f7189585a;;23OCT2022:00:00:00.000000;31JAN2023:23:59:59.000000;;;23OCT2022:15:30:45.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2151187160;c9fe140081b6587daba37f504cd104e9;;09JUN2019:00:00:00.000000;16DEC2022:23:59:59.000000;09JUN2019:15:57:03.000000;07SEP2022:15:00:19.000000;09JUN2019:15:59:43.000000;1000.000;;Ooredoo;;19DEC2021:01:59:23.000000;;0.0013127201;761.777
Yes;2168656522;4aa5d0d03720be78a2eefa18c91c8315;;20OCT2022:00:00:00.000000;26JAN2023:23:59:59.000000;20OCT2022:21:44:34.000000;20OCT2022:21:44:34.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168605113;8d50ba88c59864fb99e297583926f517;;23OCT2022:00:00:00.000000;23JAN2023:23:59:59.000000;23OCT2022:20:47:39.000000;23OCT2022:20:47:39.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2163036976;3483e145c857863339462b2323844c93;;01NOV2021:00:00:00.000000;29JAN2023:23:59:59.000000;01NOV2021:13:27:07.000000;08AUG2022:14:34:38.000000;01NOV2021:12:41:01.000000;10000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167996584;6b08457dbaa012cc90abda3edfc733d1;;15SEP2022:00:00:00.000000;16DEC2022:23:59:59.000000;15SEP2022:17:14:23.000000;15SEP2022:17:14:23.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168605941;45b41d00a94070c16bb2d01019e13937;;20OCT2022:00:00:00.000000;26JAN2023:23:59:59.000000;20OCT2022:15:32:34.000000;27OCT2022:16:13:18.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167931551;0eaddaaa17f430568e71b38c3c4965dc;;16SEP2022:00:00:00.000000;18DEC2022:23:59:59.000000;16SEP2022:17:23:10.000000;17SEP2022:23:01:10.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168731065;a3919710769904a939603789d89f2ed5;;27OCT2022:00:00:00.000000;30JAN2023:23:59:59.000000;27OCT2022:22:36:02.000000;27OCT2022:22:36:02.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168524928;a112f7b0038bab31841c9a8a001aea43;;16OCT2022:00:00:00.000000;24JAN2023:23:59:59.000000;;;16OCT2022:17:24:42.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2159403599;d7abf635b047357250d849d110078e29;;06APR2021:17:13:59.000000;27JAN2023:00:00:00.000000;09APR2021:16:35:47.000000;26AUG2022:20:32:22.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168047210;af703325db0c90b1670eee60327d11be;;14SEP2022:00:00:00.000000;21DEC2022:23:59:59.000000;14SEP2022:21:44:51.000000;18SEP2022:11:50:29.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168619728;ddea39c0cd9174a41150ef1f759e97cd;;17OCT2022:00:00:00.000000;30JAN2023:23:59:59.000000;17OCT2022:18:08:02.000000;31OCT2022:15:10:08.000000;17OCT2022:17:41:23.000000;1000.000;;Non Ooredoo;;;;0.0013127201;761.777
Yes;2168625868;73e14d56c06c4df9adeeeff398e111ef;;19OCT2022:00:00:00.000000;27JAN2023:23:59:59.000000;;;19OCT2022:19:23:13.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2165202464;051c13308a3f50aff65ff4b7e4109da4;;22MAR2022:00:00:00.000000;17DEC2022:23:59:59.000000;22MAR2022:14:23:34.000000;06JUN2022:16:59:33.000000;22MAR2022:11:28:19.000000;14912.000;;Ooredoo;;;;0.0013127201;761.777
